,Team,Tempo-Adj,Avg. Poss Length-Offense,Avg. Poss Length-Defense,Off. Efficiency-Adj,Def. Efficiency-Adj,AdjTempo,AdjOE_x,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,3P%,2P%,FT%,Blk%,Stl%,A%,3PA%,AdjOE_y,Off-FT,Off-2P,Off-3P,Def-FT,Def-2P,Def-3P
314,UMBC,68.2,16.8,18.0,104.0,110.1,68.2,104.0,52.6,16.2,21.9,31.1,110.1,52.8,16.6,28.8,19.7,38.3,48.9,78.2,7.4,8.3,7.9,49.0,42.6,18.8,43.4,37.9,10.9,56.5,32.7
315,UMKC,67.2,17.4,17.5,100.4,103.4,67.2,100.4,52.3,15.6,21.6,31.6,103.4,52.0,21.0,26.6,44.4,35.6,51.7,66.9,9.4,7.2,8.4,45.0,34.1,16.8,54.3,28.9,24.3,50.3,25.4
316,UMass Lowell,67.3,17.2,18.3,96.3,103.2,67.3,96.3,48.0,18.3,29.3,26.5,103.2,48.9,19.6,29.9,32.5,30.2,49.3,69.4,9.7,9.0,9.3,43.8,32.0,16.1,58.5,25.4,19.3,50.1,30.6
317,UNC Asheville,66.4,17.8,17.5,101.4,105.3,66.4,101.4,49.9,18.3,26.3,38.0,105.3,49.3,19.0,33.3,27.9,33.2,50.0,73.3,9.4,9.7,8.5,48.0,38.6,21.8,48.1,30.1,16.2,61.4,22.4
318,UNC Greensboro,62.1,20.0,17.8,100.4,100.7,62.1,100.4,49.8,20.3,32.3,27.2,100.7,50.4,18.7,24.9,28.5,34.2,48.7,72.2,8.2,10.8,9.6,51.2,39.2,16.5,49.7,33.8,17.7,40.3,42.1
319,UNC Wilmington,65.2,17.8,18.5,102.8,103.4,65.2,102.8,47.4,15.4,28.7,33.4,103.4,50.6,20.2,31.9,34.1,32.3,46.8,72.4,7.8,6.5,8.9,42.2,36.9,20.3,49.7,30.0,18.5,53.9,27.6
320,UNLV,66.1,18.0,17.8,107.9,98.6,66.1,107.9,49.1,17.0,27.1,30.7,98.6,48.4,17.2,25.9,30.8,33.2,48.6,73.8,8.8,7.7,9.2,56.1,42.8,18.7,46.0,35.3,18.7,47.7,33.6
321,USC,66.0,17.4,18.1,110.5,96.0,66.0,110.5,51.1,17.7,33.8,30.9,96.0,44.7,14.7,27.2,26.3,35.4,50.1,66.6,8.3,9.5,8.2,52.8,32.0,16.8,55.5,27.7,17.3,50.4,32.3
322,USC Upstate,68.5,17.1,17.2,101.6,110.1,68.5,101.6,51.4,18.7,21.8,28.4,110.1,51.2,17.9,30.8,38.0,36.3,49.5,75.3,10.2,9.3,9.4,53.0,38.7,17.2,48.9,33.9,20.8,47.5,31.7
323,UT Arlington,65.0,18.3,17.8,98.2,102.1,65.0,98.2,45.7,20.3,30.5,29.7,102.1,49.4,20.3,31.7,32.3,31.0,45.3,69.4,8.3,9.9,10.4,55.7,34.5,18.4,52.9,28.6,18.8,46.9,34.3
324,UT Rio Grande Valley,71.7,16.2,16.6,100.2,111.7,71.7,100.2,49.5,20.8,24.7,41.4,111.7,51.9,17.9,33.5,35.6,30.3,51.9,69.2,9.1,9.4,11.4,49.4,37.7,22.5,50.7,26.9,19.2,50.3,30.5
325,UTEP,66.4,17.8,17.7,100.8,100.5,66.4,100.8,49.0,17.0,22.5,28.4,100.5,49.9,20.8,30.1,38.3,35.0,46.9,76.3,6.5,8.3,8.6,48.5,37.6,18.1,49.0,33.0,19.9,54.0,26.2
326,UTSA,68.5,17.7,17.0,94.6,107.7,68.5,94.6,43.6,17.6,29.5,25.4,107.7,54.3,17.0,25.8,33.0,28.7,43.9,68.6,9.5,9.5,8.1,44.4,33.9,16.7,55.4,27.9,16.5,49.9,33.6
327,Utah,66.0,17.5,18.0,107.6,103.6,66.0,107.6,48.4,18.1,29.3,30.0,103.6,49.4,15.2,29.2,28.6,33.5,47.3,77.4,10.4,9.2,8.9,55.1,39.4,19.3,47.8,32.9,16.9,54.0,29.1
328,Utah St.,66.6,17.1,18.4,110.1,97.0,66.6,110.1,54.2,18.4,25.9,28.9,97.0,49.6,18.3,22.8,29.0,34.1,56.2,72.1,9.1,9.1,9.2,65.6,40.1,16.1,52.1,31.8,17.1,49.3,33.5
329,Utah Valley,65.7,18.1,17.2,103.0,98.4,65.7,103.0,50.6,22.1,32.0,38.1,98.4,45.4,15.6,24.5,28.3,36.8,48.7,70.9,8.2,11.0,11.1,57.7,30.0,21.1,53.1,25.8,17.5,53.2,29.4
330,VCU,68.3,16.9,18.2,100.9,88.7,68.3,100.9,51.5,21.8,26.6,30.3,88.7,44.3,24.9,32.2,37.3,34.7,51.2,69.6,7.0,11.2,10.6,56.2,29.7,17.0,58.1,24.9,22.8,51.3,25.8
331,VMI,68.4,16.8,17.9,110.8,110.3,68.4,110.8,55.5,16.6,22.6,25.6,110.3,51.0,14.1,29.8,24.8,37.6,54.5,78.9,12.1,9.7,6.9,57.2,54.6,15.4,37.7,46.9,15.4,43.5,41.1
332,Valparaiso,64.9,18.0,18.6,103.0,105.4,64.9,103.0,51.0,16.5,20.3,26.9,105.4,52.3,16.5,24.8,22.6,32.9,52.1,76.7,9.0,8.6,7.9,46.0,37.6,16.8,53.0,30.2,14.0,54.0,32.0
333,Vanderbilt,67.8,18.0,16.6,107.2,94.8,67.8,107.2,50.3,19.2,27.5,39.2,94.8,48.2,20.9,28.3,34.6,33.8,50.0,69.6,12.6,9.4,9.7,48.4,45.9,21.3,42.2,36.4,20.8,49.8,29.4
334,Vermont,64.9,18.3,18.3,110.7,97.7,64.9,110.7,57.3,14.9,23.9,26.6,97.7,47.7,17.2,18.7,22.6,36.8,58.9,74.7,8.9,7.5,7.4,54.9,43.1,14.8,49.8,35.4,14.0,51.0,35.1
335,Villanova,62.5,19.6,17.5,117.9,93.9,62.5,117.9,52.0,15.5,30.9,30.5,93.9,47.5,18.8,28.0,25.1,35.9,50.3,82.3,10.9,7.3,8.2,49.0,46.0,19.4,42.1,38.4,16.4,48.4,35.2
336,Virginia,59.2,20.3,19.2,107.0,97.1,59.2,107.0,49.7,16.3,28.3,28.1,97.1,48.8,18.3,29.0,23.5,32.2,50.3,73.9,10.0,9.4,7.0,59.9,29.8,17.3,58.7,24.0,14.5,51.7,33.8
337,Virginia Tech,62.9,19.2,18.6,114.3,96.3,62.9,114.3,55.2,17.0,28.1,23.7,96.3,48.7,18.8,26.1,25.2,39.3,52.6,74.3,9.4,9.8,7.1,55.4,41.5,13.8,48.1,38.2,16.1,53.6,30.3
338,Wagner,66.4,17.2,17.7,102.1,100.4,66.4,102.1,49.9,18.0,33.5,32.1,100.4,48.1,22.3,27.5,39.3,28.5,53.0,72.1,7.4,9.0,9.0,51.9,30.1,18.8,60.2,20.9,21.4,49.9,28.7
339,Wake Forest,70.0,16.6,17.1,111.6,96.6,70.0,111.6,56.2,18.8,27.1,32.0,96.6,47.5,17.5,26.2,28.6,35.1,58.7,73.3,7.6,10.6,8.2,53.0,42.0,17.3,50.2,32.6,17.5,51.8,30.7
340,Washington,69.4,16.5,17.7,104.3,98.8,69.4,104.3,46.4,16.7,29.3,34.7,98.8,49.9,22.1,35.5,30.2,31.2,46.2,70.1,9.5,7.4,9.3,41.0,32.9,20.8,52.9,26.3,17.8,54.0,28.1
341,Washington St.,66.1,18.4,17.3,107.6,93.9,66.1,107.6,48.3,16.7,33.2,29.6,93.9,47.0,20.9,29.7,30.9,34.0,46.2,74.6,9.2,7.3,9.4,45.6,44.3,18.6,43.3,38.1,19.5,51.7,28.8
342,Weber St.,69.4,15.8,18.1,103.6,104.0,69.4,103.6,53.5,16.3,20.0,37.8,104.0,52.3,20.2,25.0,26.9,34.6,54.5,75.4,5.2,7.4,9.0,40.4,38.5,21.0,49.5,29.5,15.7,48.5,35.8
343,West Virginia,67.9,18.2,16.8,108.1,96.9,67.9,108.1,46.8,18.1,29.9,36.1,96.9,50.6,22.5,33.7,34.1,32.8,45.7,72.4,7.5,10.1,8.1,44.4,33.7,21.8,50.6,27.6,19.4,52.0,28.6
344,Western Carolina,68.1,17.2,17.5,99.2,110.4,68.1,99.2,47.9,17.7,28.7,27.8,110.4,53.2,14.4,28.5,28.7,31.3,49.0,67.7,11.5,9.0,8.7,51.7,51.3,16.4,41.6,42.0,16.2,44.9,38.8
345,Western Illinois,70.4,17.5,15.7,101.4,106.9,70.4,101.4,50.2,16.1,29.3,29.4,106.9,52.7,17.3,22.6,31.8,33.5,50.1,71.6,8.1,7.4,8.7,40.9,41.3,17.4,48.5,34.1,19.0,52.4,28.7
346,Western Kentucky,68.5,16.8,17.1,106.8,101.9,68.5,106.8,52.7,17.6,25.1,31.2,101.9,50.6,19.8,30.4,16.4,35.9,52.0,71.6,8.1,9.5,8.1,49.3,36.4,17.5,51.8,30.7,10.5,48.6,40.9
347,Western Michigan,63.9,19.3,16.9,97.2,112.1,63.9,97.2,49.3,20.3,27.2,24.3,112.1,53.4,15.0,32.3,29.8,33.2,48.9,70.0,13.0,10.7,9.6,43.8,45.7,14.7,45.9,39.4,16.3,51.7,32.0
348,Wichita St.,66.8,18.0,17.3,104.2,96.1,66.8,104.2,46.7,18.7,32.3,31.7,96.1,47.3,20.1,28.3,30.4,31.2,46.7,75.3,11.2,9.7,8.9,51.1,41.4,20.3,46.6,33.0,18.5,51.5,30.0
349,William & Mary,68.6,17.4,17.0,90.1,108.0,68.6,90.1,46.0,23.1,27.1,30.3,108.0,53.6,17.9,27.7,27.2,31.1,45.5,70.0,14.4,12.9,10.2,50.4,39.1,18.8,49.1,32.2,15.1,51.9,33.0
350,Winthrop,68.2,17.0,17.7,106.0,105.4,68.2,106.0,56.4,21.2,25.3,37.5,105.4,51.0,19.3,27.5,33.5,37.0,57.0,69.5,8.3,10.4,10.7,49.9,42.6,18.8,47.1,34.1,18.9,46.7,34.4
351,Wisconsin,66.4,18.0,17.7,110.4,94.8,66.4,110.4,48.2,12.7,25.9,32.3,94.8,49.4,16.9,24.1,27.6,31.2,48.9,74.2,9.0,6.9,5.8,44.3,36.1,19.9,52.0,28.1,16.0,56.2,27.8
352,Wofford,64.1,19.1,18.1,106.6,101.5,64.1,106.6,53.9,17.7,26.9,28.2,101.5,53.8,19.7,22.2,28.6,34.8,55.5,77.3,9.1,9.3,8.4,51.4,49.1,16.8,43.6,39.6,16.4,44.3,39.3
353,Wright St.,68.4,16.8,17.8,106.5,107.1,68.4,106.5,52.0,17.9,31.3,31.1,107.1,51.3,18.5,30.0,26.1,33.0,53.2,76.6,6.8,10.7,7.2,50.7,32.5,18.6,56.2,25.2,15.3,56.1,28.6
354,Wyoming,66.0,18.7,17.6,109.6,97.1,66.0,109.6,52.3,17.0,25.5,37.1,97.1,47.1,15.7,24.6,24.8,32.9,54.4,72.3,8.5,7.7,9.3,43.4,41.8,20.4,48.2,31.4,16.0,53.3,30.7
355,Xavier,68.3,16.6,18.1,110.3,97.9,68.3,110.3,50.2,16.5,29.3,35.7,97.9,48.4,18.3,26.1,25.5,32.2,51.2,70.2,9.6,9.5,7.0,55.8,35.9,20.0,52.4,27.7,16.4,53.1,30.5
356,Yale,68.7,17.6,16.4,101.3,99.1,68.7,101.3,50.1,18.4,25.8,32.7,99.1,48.9,18.2,26.5,31.1,32.9,50.5,73.7,9.7,10.3,8.2,46.5,36.3,19.4,51.8,28.8,17.8,50.6,31.6
357,Youngstown St.,66.1,17.9,18.0,103.1,110.9,66.1,103.1,51.3,17.2,30.1,29.7,110.9,51.1,17.2,28.4,29.7,34.5,50.9,76.1,8.5,8.6,8.6,45.7,38.7,18.0,49.9,32.1,17.3,52.1,30.6
